championName,cluster,AD Carry,Resilience,Support,AP Carry,Vulnerability,Tower Pushing
Skarner,6,1.107919991215306,3.2619957215737716,0.4712615022336022,-0.6597950033950568,-1.987648566083351,-0.35127564844108605
Smolder,3,1.2298867035931669,-2.048687027431134,-0.9176772570960431,-0.7722630632284213,-0.2863857856344391,0.04137209262543852
Sona,0,-4.653303744745566,0.12259524762251381,2.069255087472995,-1.7682551140156963,-0.1574352757990316,0.4291204071137924
Soraka,0,-5.482133779469853,0.2796236327275655,1.8433855628048466,-2.053001551303135,-0.42987821500193923,0.3586331429184824
Swain,5,-0.21512537746770338,0.6464732203192181,1.7558679661236625,2.1208307611344153,0.5965798618912457,0.3723158843765676
Sylas,5,0.2881622118858988,-0.1375933682280088,1.3929878615311138,2.536218194321571,0.7270444186755604,-0.16589472103555608
Syndra,5,-0.309620549639677,-1.836360023683024,1.753438016237818,2.3715531938112826,-0.23051606958369103,-0.21755016407773592
TahmKench,5,0.8648267418929817,1.004544011662117,1.0802571255579134,1.830839833296739,-0.0479795586870169,1.6391430433732597
Taliyah,5,-0.41975448273652227,-1.2244775075927465,1.6668202702526975,2.3808326166333154,-0.1763712961314447,-0.24172461137309179
Talon,1,0.36887666953363485,-0.027083836919838157,-3.1332946587422423,-0.9842016671257758,1.1657101289098524,-0.2680505934664519
Taric,0,-4.09606509040411,1.2985324494960786,1.5476332077359136,-1.7555269376349578,0.23904991961394573,0.9746923741070843
Teemo,5,-0.001134054824482998,-1.04788575293023,1.1042903670400959,2.121487199083794,-0.24090212512951614,0.3534804579237454
Thresh,0,-4.806465502621888,0.6695072964116191,1.9896093985658927,-1.158040946589728,0.8543156131945118,0.6458422610738914
Tristana,3,1.6670248685844609,-1.9888507136594313,-1.0080714850090002,-0.9323924764552112,-0.47089767683793826,0.45757709858986145
Trundle,1,1.1568023647091787,1.1001325600853127,-2.166386920291865,0.23435516322261354,0.3715758048860699,1.6274721255281248
Tryndamere,1,1.198607599410603,0.6340858462021016,-3.1430463432231504,-0.544660406683652,0.24040425299250257,1.2224361886254345
TwistedFate,5,0.2754896131083691,-1.2802015622498915,1.1071428181445966,1.9517560155124256,-0.12356866101084993,0.6307070629048767
Twitch,3,1.4832589568015087,-1.7469563636050323,-0.8686117519687842,-1.1354582344664894,-0.33278763266590444,-0.32068968338046194
Udyr,6,1.6431816253723532,3.220242497603987,0.7546095561778057,0.1910519977677893,-1.7476584864390987,-0.25835561593908896
Urgot,1,0.9526693283018308,0.5865740696552402,-2.419591526378514,-0.19554751095911588,0.9183055952354995,1.1041981977688213
Varus,3,1.086579062942108,-2.127451168056841,-0.24278056578951096,-0.42911438239560906,-0.377644072946725,0.14906706768679562
Vayne,3,1.7220842576474524,-1.4560289791127297,-0.680375470946071,-0.9510039613466075,-0.3932729595159853,-0.2246237215086599
Veigar,5,-0.18214381537845634,-1.9810539111177348,1.493024432288451,2.7020583024615155,-0.4119220464734756,-0.16354133698672613
Velkoz,5,-0.7516477943215858,-1.0253183643383212,2.160204824381206,1.758102735952046,-0.11677633767224331,-0.5984538319427507
Vex,5,-0.4906716663519405,-1.6469464834969156,1.515710330150109,2.3712891426663445,0.1516943480663805,-0.3120016020600511
Vi,6,2.4289886239438605,2.6203242562341007,-0.6222838602279521,-2.66731277083126,-1.506884639199256,-0.36263247972064694
Viego,6,2.577818664389145,2.6195609779014677,-0.20324563659080971,-2.0629510941962845,-1.2354673409883374,-0.8234606300995602
Viktor,5,-0.2121336532455932,-1.8786294409586015,1.6268301900798414,2.6307815395881113,-0.20234549146843045,0.026955640154300357
Vladimir,5,0.7863128546321115,0.08844070714434636,0.8363953374248476,2.8702169228588352,-0.3381285598403298,0.403568878548371
Volibear,1,0.3442940019789632,1.3437565971004188,-1.0971943221194098,1.8311958237466943,0.8346748040873802,1.330128559563632
Warwick,6,2.121498122388774,3.5845195556905605,0.3190407129045765,0.14733709972785675,-1.0811191737868648,-0.7764654218318963
Xayah,3,1.4610253584620365,-2.0257469021758854,-1.704747566944944,-1.8978286398260753,-0.4666991548930176,0.20547204387405266
Xerath,5,-1.1235575487834417,-2.1217962128053127,2.0664098804758755,2.2163873682615396,-0.41828891332933404,-0.5428181149028872
XinZhao,6,2.628899098737295,3.4623668767112266,-0.3496172626380485,-1.5797649914984417,-0.9807211205025731,-0.2889313567708356
Yasuo,1,0.5545895602975227,0.14391414578576567,-2.543943345079346,0.06603316822129861,0.7943576027898744,0.6314117050547443
Yone,1,0.7172804830335204,0.38898833033686603,-1.949743157479263,0.6164984549985796,0.7335172853908547,0.5554325786559082
Yorick,3,2.4481526528869715,-1.4710233235620005,-0.6140158879980824,0.6971669667423227,-1.2332709807301065,2.2724212433649185
Yuumi,0,-5.712130169241011,-1.5950894444189463,1.6840621244147223,-1.4413292539528695,-1.4712155146595665,-0.2812311457325274
Zac,6,1.1200959304484188,4.5565027642887035,1.5436022733870567,0.688945357454123,-0.8362471979141498,0.6351848348994682
Zed,3,1.5201616401935643,-2.0512808588570817,-0.7646921436676444,-0.33484394109310667,0.28373829019246244,0.07483287247733275
Zeri,3,1.638711017653878,-1.7979222873959668,-0.5173940173058196,-0.3052909996027725,-0.47018730123877067,0.0405631675383168
Ziggs,5,-0.27891217134116597,-1.9429306701166005,1.6582640447729582,2.1207735418882345,-0.9860159839924483,0.6955994726106652
Zilean,0,-4.580387442739012,-0.2596701250684924,2.338946121960749,-1.1467574517070451,-0.0645540759165612,0.29815190731899677
Zoe,5,-0.346573457829605,-1.5929774134692323,1.6266372364017487,1.5487636183476055,-0.04492858958344038,-0.4039902852710942
Zyra,0,-3.809770332535131,-0.17506342166630556,2.7022468715068833,-0.14551916003804932,0.5650689451152249,-0.09881706641302801
